20190101|0| 
20190102|1| 
20190103|1| 
20190104|1| 
20190105|0| 
20190106|0| 
20190107|1| 
20190108|1| 
20190109|1| 
20190110|1| 
20190111|1| 
20190112|0| 
20190113|0| 
20190114|1| 
20190115|1| 
20190116|1| 
20190117|1| 
20190118|1| 
20190119|0| 
20190120|0| 
20190121|1| 
20190122|1| 
20190123|1| 
20190124|1| 
20190125|1| 
20190126|0| 
20190127|0| 
20190128|1| 
20190129|1| 
20190130|1| 
20190131|1| 
20190201|1| 
20190202|0| 
20190203|0| 
20190204|0| 
20190205|0| 
20190206|0| 
20190207|0| 
20190208|0| 
20190209|0| 
20190210|0| 
20190211|1| 
20190212|1| 
20190213|1| 
20190214|1| 
20190215|1| 
20190216|0| 
20190217|0| 
20190218|1| 
20190219|1| 
20190220|1| 
20190221|1| 
20190222|1| 
20190223|0| 
20190224|0| 
20190225|1| 
20190226|1| 
20190227|1| 
20190228|1| 
20190301|1| 
20190302|0| 
20190303|0| 
20190304|1| 
20190305|1| 
20190306|1| 
20190307|1| 
20190308|1| 
20190309|0| 
20190310|0| 
20190311|1| 
20190312|1| 
20190313|1| 
20190314|1| 
20190315|1| 
20190316|0| 
20190317|0| 
20190318|1| 
20190319|1| 
20190320|1| 
20190321|1| 
20190322|1| 
20190323|0| 
20190324|0| 
20190325|1| 
20190326|1| 
20190327|1| 
20190328|1| 
20190329|1| 
20190330|0| 
20190331|0| 
20190401|1| 
20190402|1| 
20190403|1| 
20190404|1| 
20190405|0| 
20190406|0| 
20190407|0| 
20190408|1| 
20190409|1| 
20190410|1| 
20190411|1| 
20190412|1| 
20190413|0| 
20190414|0| 
20190415|1| 
20190416|1| 
20190417|1| 
20190418|1| 
20190419|1| 
20190420|0| 
20190421|0| 
20190422|1| 
20190423|1| 
20190424|1| 
20190425|1| 
20190426|1| 
20190427|0| 
20190428|0| 
20190429|1| 
20190430|1| 
20190501|0| 
20190502|0| 
20190503|0| 
20190504|0| 
20190505|0| 
20190506|1| 
20190507|1| 
20190508|1| 
20190509|1| 
20190510|1| 
20190511|0| 
20190512|0| 
20190513|1| 
20190514|1| 
20190515|1| 
20190516|1| 
20190517|1| 
20190518|0| 
20190519|0| 
20190520|1| 
20190521|1| 
20190522|1| 
20190523|1| 
20190524|1| 
20190525|0| 
20190526|0| 
20190527|1| 
20190528|1| 
20190529|1| 
20190530|1| 
20190531|1| 
20190601|0| 
20190602|0| 
20190603|1| 
20190604|1| 
20190605|1| 
20190606|1| 
20190607|0| 
20190608|0| 
20190609|0| 
20190610|1| 
20190611|1| 
20190612|1| 
20190613|1| 
20190614|1| 
20190615|0| 
20190616|0| 
20190617|1| 
20190618|1| 
20190619|1| 
20190620|1| 
20190621|1| 
20190622|0| 
20190623|0| 
20190624|1| 
20190625|1| 
20190626|1| 
20190627|1| 
20190628|1| 
20190629|0| 
20190630|0| 
20190701|1| 
20190702|1| 
20190703|1| 
20190704|1| 
20190705|1| 
20190706|0| 
20190707|0| 
20190708|1| 
20190709|1| 
20190710|1| 
20190711|1| 
20190712|1| 
20190713|0| 
20190714|0| 
20190715|1| 
20190716|1| 
20190717|1| 
20190718|1| 
20190719|1| 
20190720|0| 
20190721|0| 
20190722|1| 
20190723|1| 
20190724|1| 
20190725|1| 
20190726|1| 
20190727|0| 
20190728|0| 
20190729|1| 
20190730|1| 
20190731|1| 
20190801|1| 
20190802|1| 
20190803|0| 
20190804|0| 
20190805|1| 
20190806|1| 
20190807|1| 
20190808|1| 
20190809|1| 
20190810|0| 
20190811|0| 
20190812|1| 
20190813|1| 
20190814|1| 
20190815|1| 
20190816|1| 
20190817|0| 
20190818|0| 
20190819|1| 
20190820|1| 
20190821|1| 
20190822|1| 
20190823|1| 
20190824|0| 
20190825|0| 
20190826|1| 
20190827|1| 
20190828|1| 
20190829|1| 
20190830|1| 
20190831|0| 
20190901|0| 
20190902|1| 
20190903|1| 
20190904|1| 
20190905|1| 
20190906|1| 
20190907|0| 
20190908|0| 
20190909|1| 
20190910|1| 
20190911|1| 
20190912|1| 
20190913|0| 
20190914|0| 
20190915|0| 
20190916|1| 
20190917|1| 
20190918|1| 
20190919|1| 
20190920|1| 
20190921|0| 
20190922|0| 
20190923|1| 
20190924|1| 
20190925|1| 
20190926|1| 
20190927|1| 
20190928|0| 
20190929|0| 
20190930|1| 
20191001|0| 
20191002|0| 
20191003|0| 
20191004|0| 
20191005|0| 
20191006|0| 
20191007|0| 
20191008|1| 
20191009|1| 
20191010|1| 
20191011|1| 
20191012|0| 
20191013|0| 
20191014|1| 
20191015|1| 
20191016|1| 
20191017|1| 
20191018|1| 
20191019|0| 
20191020|0| 
20191021|1| 
20191022|1| 
20191023|1| 
20191024|1| 
20191025|1| 
20191026|0| 
20191027|0| 
